BookID,Title,Author,Rating,Number of raters,Number of reviewers,Pages,PublishDate,Book format,Language,GenreLink,Series
500220,Handbook of Selected Supreme Court Cases for Criminal Justice,Roger LeRoy Miller,0.00,0,0,192,2006,Paperback,English,,
990175,First Light,Richard   Preston,4.21,420,32,263,1987,Paperback,English,/work/shelves/488326,
500222,"Handbook of Selected Court Cases for Criminal Justice in Action, 2nd",Larry K. Gaines,0.00,0,0,176,2002,Paperback,English,,
500223,Criminal Justice and Mental Health Systems,Kent S. Miller,3.00,1,0,144,August 1st 1980,Hardcover,,,
500225,Cases and Materials on Labor Law: Collective Bargaining in a Free Society,Walter E. Oberer,0.00,0,0,1163,January 1st 1986,Unknown Binding,English,,
500226,Cases and Materials on Labor Law: Collective Bargaining in a Free Society (American Casebook Series),Walter E. Oberer,2.00,1,0,900,March 1st 1994,Hardcover,,,
500228,Supplement to Cases and Materials on Labor Law: Collective B,"Walter E. Oberer, Timothy J. Heinsz",0.00,0,0,0,January 1st 1999,Paperback,,,
500231,The Greatest Killer: Smallpox in History,Donald R. Hopkins,3.69,39,7,398,October 1983,Paperback,English,/work/shelves/488341,
500230,Statutory Supplement to Labor Law: Collective Bargaining in a Free Society,Walter E. Oberer,0.00,0,0,172,1986,Paperback,English,,
500229,Statutory Supplement to Cases and Materials on Labor Law Collective Bargaining in a Free Society (American Casebook Series and Other Coursebooks),"Walter E. Oberer, Timothy J. Heinsz",0.00,0,0,100,May 2002,Paperback,,,
500224,Superpox. Tödliche Viren Aus Dem Geheimlabors,Richard   Preston,4.13,13950,1071,,January 1st 2002,,,/work/shelves/192020,
500233,Smallpox: The Fight to Eradicate a Global Scourge,David Koplow,3.25,8,1,274,January 21st 2003,Paperback,English,,
500234,"Labor Law: Collective Bargaining in a Free Society, 1982 Supplement",Walter E. Oberer,0.00,0,0,,August 1st 1982,Hardcover,English,,
500235,Life And Death Of Smallpox,Ian Glynn,3.21,29,4,,August 30th 2004,Paperback,,/work/shelves/2033999,
500237,Rotting Face: Smallpox and the American Indian,Roland G. Robertson,3.14,7,4,329,March 1st 2001,Hardcover,English,/work/shelves/488347,
500241,Wanting More: The Challenge of Enjoyment in the Age of Addiction,Mark D. Chamberlain,4.08,111,39,176,October 2000,Paperback,English,/work/shelves/488351,
500238,Dr. Jenner and the Speckled Monster: The Discovery of the Smallpox Vaccine,Albert Marrin,3.57,134,17,96,October 14th 2002,Hardcover,English,/work/shelves/488348,
500205,"Criminal Justicenow? for Gaines/Miller Criminal Justice in Action: The Core, 3rd","Larry K. Gaines, Roger LeRoy Miller",3.47,49,4,,August 17th 1999,ebook,English,/work/shelves/6632952,
500239,Environmental Science: A Global Concern,"William P. Cunningham, Mary Ann Cunningham, Barbara Woodworth Saigo",3.60,161,7,620,January 1st 1989,Hardcover,English,/work/shelves/488349,
500242,"21st Century Bioterrorism and Germ Weapons - U.S. Army Field Manual for the Treatment of Biological Warfare Agent Casualties (Anthrax, Smallpox, Plague, ... Detection, Symptoms, Treatment, Equipment)",U.S. Department of Defense,2.00,1,0,110,2001,Ring-bound,,,
500240,Imogen Cunningham on the Body,Imogen Cunningham,4.30,27,2,168,May 1st 2001,Paperback,English,/work/shelves/488350,
500247,A Destroying Angel: The Conquest of Smallpox in Colonial Boston,Ola Elizabeth Winslow,3.40,5,1,137,1974,Hardcover,English,,
500245,Women and Desire Beyond Wanting to Be Wanted,Kenjo S. Urakami,4.06,125,17,,1999,Paperback,,/work/shelves/488353,
500248,"Bioterrorism Certificate Program Manual and CD, For Healthcare Workers and Public Officers (Allied Health, Nurses, Doctors, Public Health workers, EMS ... Plague, Radiation, Smallpox, and Tularemia","Daniel Farb, Bruce Gordon",0.00,0,0,1329,2003,Plastic Comb,,,
500246,Wanting What You Have: A Workbook,Timothy Miller,3.88,8,1,256,October 1998,Paperback,English,,
500243,Women and Desire: Beyond Wanting to Be Wanted,Polly Young-Eisendrath,4.06,125,17,272,1999,Paperback,English,/work/shelves/488353,
500244,Wanting You,Nan Ryan,3.54,81,7,376,1999,Paperback,English,/work/shelves/488354,
500249,Hands Off!: The Disappearance of Touch in the Care of Children,Richard T. Johnson,0.00,0,0,122,February 2000,Paperback,English,,
500250,Smallpox (Diseases and Disorders),Barbara Saffer,4.00,2,0,112,2003,Hardcover,,,
500251,Smallpox in the New World,Stephanie True Peters,4.00,6,3,69,September 1st 2004,Hardcover,English,,
500253,Smallpox and Vaccination,Benjamin White,0.00,0,0,92,2006,Paperback,English,,
500254,Smallpox Strikes!,Norma Jean Lutz,3.89,71,5,144,August 1st 1998,Paperback,English,/work/shelves/488364,American Adventure
500257,New Found Glory - Catalyst,"Found Glory New, Found Glory New",0.00,0,0,104,August 1st 2004,Paperback,English,,
500258,Les nouveaux fléaux : Ces virus qui nous menacent,Richard   Preston,4.13,13947,1071,296,January 1st 2002,Paperback,,/work/shelves/192020,
500255,Paradise Found: Gardening in Unlikely Places,Rebecca Cole,3.86,7,2,192,March 14th 2000,Hardcover,English,,
500256,"Wounded Soldier, Healing Warrior: A Personal Story of a Vietnam Veteran Who Lost his Legs but Found His Soul","Allen B. Clark, H. Ross Perot",4.23,13,6,336,January 1st 2007,Paperback,English,,
500262,Nelson Mandela and Apartheid in World History,Ann Gaines,3.50,2,0,128,2001,Hardcover,English,,
500266,Nelson Mandela: Activist for Equality,Robert Green,0.00,0,0,40,2002,Hardcover,English,,Journey to Freedom: The African American Library
500259,Wanting to Be Her: Body Image Secrets Victoria Won't Tell You,Michelle Graham,3.82,98,10,169,March 23rd 2005,Paperback,English,/work/shelves/488369,
500264,"Engines of Ideology: Urban Renewal in Rostock, Germany 1990-2000",Susan Mazur-Stommen,5.00,1,1,240,March 24th 2005,Paperback,English,,
500263,Nelson Mandela: A Life of Persistence,Jennifer Boothroyd,3.25,4,3,32,June 1st 2006,Hardcover,English,,Pull Ahead Books ~ Biographies
500265,Nelson Mandela,Christina Scott,3.55,11,2,160,2006,Hardcover,English,,
500267,Nelson Mandela: The Struggle Is My Life: His Speeches And Writings Brought Together With Historical Documents And Accounts Of Mandela In Prison By Fellow Prisoners 1944 1990,Nelson Mandela,4.32,108,3,,1978,,,/work/shelves/1989143,
500268,Nelson Mandela,Karima Grant,4.21,14,2,31,September 2005,Paperback,English,/work/shelves/488378,Rookie Biography
500261,Das Bildnis des Dorian Gray,Oscar Wilde,4.09,1017010,33135,237,July 20th 1890,Hardcover,German,/work/shelves/1858012,
500269,Halala Madiba: Nelson Mandela in Poetry,Richard Bartlett,4.00,2,0,295,2007,Paperback,English,,
500271,"Criminal Procedures: Cases, Statutes, and Executive Materials 2003 Case Supplement","Marc L. Miller, Ronald F. Wright",0.00,0,0,192,August 28th 2003,Paperback,English,,
500270,Critical Condition: How Health Care in America Became Big Business--and Bad Medicine,"Donald L. Barlett, James B. Steele",3.88,147,16,288,January 1st 2004,Hardcover,English,/work/shelves/270844,
500272,Road to Freedom: A Long Walk,Regina Smith,0.00,0,0,39,December 1996,Paperback,English,,
500276,When Men Think Private Thoughts: Exploring The Issues That Captivate The Minds Of Men,Gordon MacDonald,3.92,65,5,288,January 1st 1996,Paperback,English,/work/shelves/488386,
500277,Romance After 60: What Men Think They Want,Minerva Neiditz,5.00,1,0,156,June 23rd 2004,Paperback,English,,
500278,"The Way Men Think: Intellect, Intimacy, and the Erotic Imagination","Liam Hudson, Bernadine Jacot",3.25,4,0,232,February 8th 1992,Paperback,English,,
500279,What Men Think About,Patrick Wahl,0.00,0,0,64,February 2004,Paperback,,,
500280,"What Men Think, What Men Write",Unknown,4.00,1,0,138,May 1st 2000,Mass Market Paperback,,,
500282,The King's Daughter,Suzanne Martel,3.69,1069,70,232,1974,Hardcover,English,/work/shelves/1346273,
500283,"Gourmet by the Bay: Dolphin Circle of the King's Daughters and Sons Virginia Beach, Va",Dolphin Circle of the International Orde,5.00,1,0,324,November 1989,Hardcover,,,
500286,The King's Daughter: Becoming the Woman God Created You to Be,Diana Hagee,4.04,76,6,248,November 6th 2001,Paperback,English,/work/shelves/488396,
500284,The King's Daughter Workbook: Becoming a Woman of God,Diana Hagee,3.67,3,0,306,April 19th 2005,Paperback,English,,
500281,The Search for Significance,Robert S. McGee,4.23,5496,196,189,November 30th 1984,Paperback,English,/work/shelves/395797,
500289,How Shall We Become Holy?  30 Steps To Intimacy With God: 30 Steps To Intimacy With God,Mary Best,0.00,0,0,112,January 1st 2005,Paperback,English,,
500290,The Marsh King's Daughter,Elizabeth Chadwick,3.97,1519,101,408,July 1st 1999,Paperback,English,/work/shelves/488400,
500285,Daughter of a King,Rachel Ann Nunes,4.47,1862,62,32,October 1st 2001,Hardcover,English,/work/shelves/488395,
500291,The King's Daughter,"Pansy, Isabella MacDonald Alden",3.95,88,11,214,1873,Paperback,English,/work/shelves/488401,Ester Ried
500288,You Shall Be Baptized in the Holy Spirit Acts 1:5 Know the Power of the Holy Spirit,Elsie Fuhrman,5.00,2,0,100,1999,Paperback,,,
500295,Sam and Gram and the First Day of School,"Dianne L. Blomberg, Dianne L. Blomberg",4.50,2,0,32,April 15th 1999,Hardcover,English,,
500292,Help! I'm Trapped in the First Day of School,Todd Strasser,3.86,298,24,115,January 1st 1994,Paperback,English,/work/shelves/488402,Help! I'm Trapped...
500293,Amanda's First Day of School,Joan Elizabeth Goodman,4.26,39,7,24,June 1985,Hardcover,English,/work/shelves/1518018,
500294,My First Day of School,P.K. Hallinan,3.86,36,9,24,September 1st 1992,Hardcover,English,/work/shelves/4138498,
500296,Ham and Pickles: First Day of School,Nicole Rubel,2.65,23,4,32,July 1st 2006,Hardcover,English,/work/shelves/488406,
500297,First Day of School: All about Shapes and Sizes,Kirsten  Hall,2.67,3,0,31,March 2003,Paperback,English,,
500298,"Fragments of the Tocharian a Maitreyasamiti-Nataka of the Xinjiang Museum, China",Ji Xianlin,0.00,0,0,398,May 1998,Hardcover,English,,
500303,On My Way to Buy Eggs,Chih-Yuan Chen,3.75,100,22,32,August 2003,Paperback,English,/work/shelves/488413,
500301,A New Version of the Gandhari Dharmapada and a Collection of Previous-Birth Stories: British Library Kharosthi Fragments 16 + 25,"Timothy Lenz, Andrew Glass, Tomothy Lenz",3.00,1,0,296,January 1st 2003,Hardcover,,,Gandharan Buddhist Texts
500300,Three Gandhari Ekottarikagama-Type Sutras: British Library Kharosthi Fragments 12 and 14,"Mark Allon, Mark Allon",0.00,0,0,368,2001,Hardcover,English,,Gandharan Buddhist Texts
500299,A Gandhari Version of the Rhinoceros Sutra: British Library Kharosthi Fragment 5b,Richard Salomon,5.00,1,0,256,November 1st 2000,Hardcover,English,/work/shelves/488409,Gandharan Buddhist Texts
500302,"Fragments from Hellenistic Jewish Authors: Volume 1, Historians",Carl R. Holladay,5.00,1,0,404,January 1st 1983,Paperback,English,,
500304,Buy & Hold:   7 Steps to a Real Estate Fortune,David Schumacher,4.83,6,0,329,2004,Paperback,English,,
500306,"To Buy or Not to Buy Organic: What You Need to Know to Choose the Healthiest, Safest, Most Earth-Friendly Food",Cindy Burke,3.74,129,31,240,March 1st 2007,Paperback,English,/work/shelves/488416,
500307,Selling the Way Your Customer Buys: Understand Your Prospects' Unspoken Needs and Close Every Sale,"Marvin C. Sadovsky, Jon Caswell",4.00,2,0,176,April 5th 1996,Paperback,English,,
500309,Guide to Understanding 529 Plans,Virgina B. Morris,0.00,0,0,24,1st 2002,Paperback,,,
500305,How Men Think,Adrienne Mendell,3.68,25,4,272,April 16th 1996,Paperback,English,/work/shelves/488415,
500308,"Jamestowne Ancestors, 1607-1699. Commemoration of the 400th Anniversary of the Landing at James Towne, 1607-2007",Virgina Lee Davis,4.73,11,0,110,February 2006,Paperback,English,,
500313,The Blueprint Dictionary Of Printing And Publishing,"John Peacock, Michael Barnard, Blueprint Publishing Ltd",0.00,0,0,,February 1st 1991,Hardcover,English,,
500314,Blueprint Handbook of Print and Production,"Michael Barnard, John Peacock",0.00,0,0,304,May 1994,Paperback,English,,
500312,Introduction to Printing Processes,Michael Barnard,0.00,0,0,196,1991,Hardcover,English,,
500316,The Soul's Delight,Evelyn Underhill,4.67,3,2,75,July 1st 1998,Paperback,English,,
500315,Transparent Imprint,Michael Barnard,2.83,6,0,,April 1st 2006,Paperback,English,,
3633481,Desktop Publishing,Kirty Wilson-Davies,0.00,0,0,,June 1991,,,,
500311,Essential Writings,Evelyn Underhill,4.05,19,1,144,March 1st 2003,Paperback,English,,Modern Spiritual Masters
500317,The Tri-State Terror: The Life And Crimes Of Wilbur Underhill,R.D. Morgan,4.00,2,0,378,January 28th 2005,Paperback,English,/work/shelves/488427,
500321,Pocket Glossary of Design and Typographic Terms (Pocket Glossaries),Michael Barnard,0.00,0,0,144,January 1st 1991,Hardcover,,,
500323,Desktop Publishing: Publishers Guide Series (Publisher's Guide Series),"Kirty Wilson-Davies, Michael Barnard",0.00,0,0,216,June 1991,Hardcover,,,
500325,"Neo Slavism And The Czechs, 1898 1914",Paul Vysny,0.00,0,0,,January 13th 1977,Hardcover,English,,
500327,Flush! Modernes Toiletten-Design,Ingrid Wenz-Gahler,0.00,0,0,139,February 11th 2005,Hardcover,German,,
500324,Neo-Bohemia: Art and Commerce in the Postindustrial City: Art and Commerce in the Postindustrial City,Richard Lloyd,3.65,137,14,295,2005,Hardcover,English,/work/shelves/471469,
500328,Shifting Circles of Support: Contextualising Kinship and Gender in South Asia and Sub-Saharan Africa,Rajni Palriwala,4.00,1,0,340,May 7th 1996,Hardcover,English,,
500326,Kinship and Gender: An Introduction,Linda S. Stone,3.74,76,5,336,March 20th 1997,Paperback,English,/work/shelves/488436,
500330,"Goodbye to the Flush Toilet: Water-Saving Alternatives to Cesspools, Septic Tanks, and Sewers",Carol Hupping,0.00,0,0,285,December 31st 1977,Hardcover,English,,
500329,"Gender, Kinship and Power: A Comparative and Interdisciplinary History",Mary Jo Maynes,3.00,2,0,384,1995,Paperback,English,,
500331,Contested Identities: Gender And Kinship In Modern Greece,Peter Loizos,4.00,3,0,,April 1st 1991,Hardcover,English,,
500332,Varieties of Ethnic Experience,Micaela di Leonardo,3.00,3,0,262,1984,Paperback,English,,
500335,The Rat Pack: The Hey-Hey Days of Frank and the Boys,"Lawrence J. Quirk, William Schoell",2.75,12,4,352,April 1st 1998,Hardcover,English,/work/shelves/488445,
500337,Shakespeare Express: The Hey-day of the Birmingham-Stratford Line,M. Whitehouse,0.00,0,0,64,1999,Hardcover,,,
500333,The Lord of Whispers: A Syncobobian Tale,Michael Barnard,0.00,0,0,252,2001,Paperback,English,,
500340,The Student at Chicago in Hutchin's Hey-Day,Alfred De Grazia,0.00,0,0,363,January 1st 1991,Hardcover,English,,
500341,"Buried Secrets: A True Story of Drug Running, Black Magic, and Human Sacrifice",Edward Humes,3.99,132,21,412,February 1st 1991,Hardcover,English,/work/shelves/488451,
500343,Buried Secrets,Trish Macdonald Skillman,3.60,5,1,416,June 1st 1995,Mass Market Paperback,English,,
500346,Infinite Deceptions'': Buried Secrets'',Umbert Greco,0.00,0,0,184,2004,Paperback,English,,
500349,From F to Phi Beta Kappa: Supercharge Your Study Skills,Lance O. Ong,4.67,3,1,264,December 1st 2004,Paperback,English,,
500348,Phi Beta Bimbo,Trish Jensen,3.30,166,19,336,January 1st 2005,Paperback,English,/work/shelves/488458,
500344,Buried Secrets,Evelyn Vaughn,3.57,14,1,256,2003,Paperback,,,
500342,Buried Secrets: A True Story of Serial Murder,Edward Humes,3.99,132,21,544,February 1st 1991,Paperback,English,/work/shelves/488451,
500345,Buried Secrets of Bois Blanc: Murder in the Straits of Mackinac,Richard L. Baldwin,3.55,22,0,262,May 1st 2001,Paperback,English,,Searing/McMillan
500350,The Abuses of Standardized Testing (Fastback - Phi Delta Kappa Educational Foundation ; 92),Vito Perrone,0.00,0,0,42,January 1st 1977,Paperback,,,
500347,Buried Secrets: Truth and Human Rights in Guatemala,Victoria Sanford,4.01,148,7,352,2003,Paperback,English,/work/shelves/1281679,
500351,"Flush, Una Biografia",Virginia Woolf,3.85,6060,696,,October 1933,,Spanish,/work/shelves/3461240,
500354,"White Men's Dreams, Black Men's Blood: African Labor And British Expansionism In Southern Africa, 1877 1895",Christopher M. Paulin,4.00,1,0,,January 1st 2001,Paperback,English,,
500355,Men of Blood: Murder in Everyday Life,Elliott Leyton,3.62,42,2,256,1995,Paperback,English,/work/shelves/1132030,
500352,Flush: A Biography,Virginia Woolf,3.85,6060,696,111,October 1933,Paperback,English,/work/shelves/3461240,
500356,Men of Blood: Murder in Modern England,Elliott Leyton,3.62,42,2,,1995,Unknown Binding,English,/work/shelves/1132030,
500353,Flush,Virginia Woolf,3.85,6060,696,169,October 1933,Paperback,English,/work/shelves/3461240,
500365,Play Acoustic Guitar with Eric Clapton: Six of His Greatest Hits,Eric Clapton,5.00,3,0,48,January 1st 2002,Hardcover,English,,
500360,Eric Clapton: Guitar Play-Along Volume 41 (Hal Leonard Guitar Play-Along),Eric Clapton,4.33,3,0,61,March 23rd 2005,Paperback,,,
500362,Coexistence of Neuroactive Substances in Neurons,Victoria Chan-Palay,0.00,0,0,433,January 1st 1984,Unknown Binding,English,,
500361,The Best of Eric Clapton - Guitar School,Eric Clapton,4.31,13,0,80,June 1st 1987,Paperback,English,,
500359,"Engaged Observer: Anthropology, Advocacy and Activism","Asale Angel-Ajani, Asale Angel-Ajani",4.25,12,2,272,2006,Paperback,English,/work/shelves/488469,
